t,tracked,n_obs0,n_obs1,mean0,ms
1520530322.500215,1,421,185,46.78,11.03
1520530322.550216,1,423,173,46.88,11.09
1520530322.600218,1,426,173,46.71,10.77
1520530322.650023,1,420,175,41.54,10.86
1520530322.700025,1,428,190,41.56,11.21
1520530322.750027,1,426,181,41.52,11.27
1520530322.800028,1,426,178,41.44,10.89
1520530322.850031,1,429,161,41.50,11.15
1520530322.900065,1,425,148,41.32,10.94
1520530322.950033,1,431,169,41.31,10.47
1520530323.000035,1,428,166,41.28,10.09
1520530323.050036,1,421,182,41.16,10.47
1520530323.100074,1,422,153,42.34,10.51
1520530323.150076,1,427,167,42.18,10.65
1520530323.200077,1,423,169,42.19,10.56
1520530323.250079,1,421,184,42.38,10.51
1520530323.300080,1,423,173,42.23,10.66
1520530323.350082,1,427,176,42.03,10.91
1520530323.400084,1,429,161,42.15,10.90
1520530323.450085,1,425,170,42.21,11.00
1520530323.500345,1,423,175,48.82,11.04
1520530323.550346,1,417,162,48.75,11.05
1520530323.600348,1,421,168,48.78,11.25
1520530323.650349,1,423,170,48.73,11.22
1520530323.700351,1,423,166,48.82,11.23
1520530323.750353,1,420,167,48.74,10.94
1520530323.800354,1,422,182,49.04,11.00
1520530323.850356,1,419,183,48.63,11.10
1520530323.900153,1,420,165,43.79,10.90
1520530323.950154,1,423,158,43.84,10.93
1520530324.000156,1,421,166,43.67,11.12
1520530324.050157,1,417,147,43.81,10.93
1520530324.100159,1,421,161,44.10,10.71
1520530324.150160,1,421,168,44.23,10.97
1520530324.200162,1,422,152,44.28,10.69
1520530324.250163,1,427,146,44.06,10.85
1520530324.299908,1,420,136,37.52,10.54
1520530324.349910,1,420,138,37.50,10.75
1520530324.399911,1,424,136,37.78,10.85
1520530324.449913,1,430,143,37.76,10.48
1520530324.499994,1,422,132,37.57,10.61
1520530324.549915,1,429,135,37.83,11.00
1520530324.599917,1,427,130,37.84,10.98
1520530324.649919,1,428,149,37.81,10.90
1520530324.700018,1,424,129,40.42,11.05
1520530324.750020,1,422,120,40.38,10.73
1520530324.800021,1,421,112,40.37,10.42
1520530324.850023,1,424,122,40.24,10.62
1520530324.900024,1,423,119,40.31,10.45
1520530324.950026,1,421,98,40.10,10.24
1520530325.000028,1,417,109,40.08,9.59
1520530325.050029,1,416,117,40.08,10.00
1520530325.100816,1,423,158,58.90,10.10
1520530325.150817,1,422,159,58.94,10.79
1520530325.200819,1,413,158,58.68,10.71
1520530325.250820,1,423,153,58.58,10.53
1520530325.300822,1,419,154,58.44,10.39
1520530325.350824,1,422,167,58.35,10.34
1520530325.400825,1,420,170,58.32,10.38
1520530325.450827,1,428,169,58.36,11.32
1520530325.500828,1,425,175,58.31,10.69
1520530325.550913,1,420,171,59.96,11.05
1520530325.600915,1,419,167,59.87,11.18
1520530325.650917,1,420,178,59.61,11.48
1520530325.700918,1,424,179,59.52,11.63
1520530325.750919,1,421,170,59.23,11.11
1520530325.800921,1,426,180,58.92,11.50
1520530325.850922,1,417,180,58.74,11.71
1520530325.900924,1,425,186,58.44,11.36
1520530325.950541,1,424,164,50.22,11.08
1520530326.000543,1,426,168,50.12,11.35
1520530326.050549,1,419,161,49.92,11.38
1520530326.100546,1,422,145,49.83,10.78
1520530326.150548,1,424,145,49.72,11.04
1520530326.200549,1,421,154,49.77,10.94
1520530326.250551,1,420,158,49.59,10.72
1520530326.300552,1,423,161,49.51,10.70
1520530326.350204,1,420,137,41.29,10.65
1520530326.400206,1,422,125,41.31,10.56
1520530326.450207,1,420,131,41.23,10.99
1520530326.500209,1,418,131,41.23,10.78
1520530326.550210,1,412,134,41.11,10.23
1520530326.600213,1,416,154,41.11,10.67
1520530326.650214,1,419,147,41.12,10.81
1520530326.700216,1,419,127,40.96,10.70
1520530326.750426,1,426,156,45.88,10.73
1520530326.800429,1,423,144,45.83,10.99
1520530326.850430,1,421,143,45.96,10.66
1520530326.900431,1,417,148,45.92,10.87
1520530326.950433,1,418,163,45.81,11.10
1520530327.000434,1,423,161,45.93,10.88
1520530327.050437,1,422,164,45.88,11.52
1520530327.100437,1,415,150,46.33,10.99
1520530327.150430,1,425,171,46.26,11.03
1520530327.200433,1,422,164,46.09,11.29
1520530327.250435,1,424,180,46.32,11.34
1520530327.300436,1,421,175,46.58,11.61
1520530327.350437,1,424,184,46.75,11.36
1520530327.400439,1,423,183,47.16,11.69
1520530327.450440,1,422,194,47.43,11.36
1520530327.500442,1,424,178,47.83,11.25
1520530327.550090,1,422,153,39.02,11.29
1520530327.600091,1,425,160,39.36,11.17
1520530327.650103,1,422,179,39.75,11.01
1520530327.700094,1,421,172,40.00,11.14
1520530327.750096,1,421,160,40.33,10.76
1520530327.800097,1,416,172,40.65,11.33
1520530327.850099,1,426,163,41.06,11.20
1520530327.900100,1,420,173,41.42,10.93
1520530327.950102,1,427,167,41.17,11.22
1520530328.000280,1,419,158,46.58,10.92
1520530328.050282,1,420,174,46.72,10.96
1520530328.100283,1,424,173,46.85,10.85
1520530328.150285,1,422,176,46.68,11.15
1520530328.200287,1,424,184,46.87,11.19
1520530328.250288,1,429,187,46.90,11.23
1520530328.300290,1,419,175,46.78,11.32
1520530328.350291,1,424,165,46.65,11.07
1520530328.400337,1,421,160,47.47,11.16
1520530328.450338,1,419,168,47.38,11.07
1520530328.500340,1,424,151,47.15,11.18
1520530328.550342,1,423,171,46.84,10.80
1520530328.600343,1,420,166,46.45,10.62
1520530328.650346,1,425,166,46.20,10.67
1520530328.700347,1,424,175,45.87,10.58
1520530328.750348,1,422,157,45.49,10.86
1520530328.800086,1,418,140,38.06,10.99
1520530328.850087,1,419,137,38.24,10.61
1520530328.900089,1,426,142,38.25,10.68
1520530328.950091,1,422,133,38.46,10.59
1520530329.000092,1,419,148,38.85,10.74
1520530329.050093,1,415,150,39.00,10.57
1520530329.100095,1,416,126,39.38,10.57
1520530329.150097,1,418,141,39.52,10.80
1520530329.200044,1,426,125,38.22,10.62
1520530329.250095,1,422,132,38.68,10.37
1520530329.300047,1,424,142,38.76,10.12
1520530329.350049,1,421,133,38.93,10.01
1520530329.400050,1,423,136,38.92,9.96
1520530329.450052,1,427,152,38.82,9.87
1520530329.500053,1,423,141,38.97,9.40
1520530329.550055,1,425,144,38.78,9.87
1520530329.600097,1,424,161,40.10,9.67
1520530329.650099,1,420,143,40.20,9.69
1520530329.700100,1,420,147,39.96,9.45
1520530329.750102,1,420,144,39.96,9.89
1520530329.800104,1,416,144,39.62,9.09
1520530329.850105,1,424,125,39.55,9.57
1520530329.900107,1,424,140,39.15,9.63
1520530329.950109,1,424,138,38.58,9.92
1520530330.000110,1,415,138,38.29,9.87
1520530330.050161,1,420,123,39.30,9.85
1520530330.100162,1,417,109,39.10,10.03
1520530330.150164,1,416,96,39.01,9.54
1520530330.200165,1,411,111,38.51,9.60
1520530330.250167,1,421,107,38.50,9.48
1520530330.300169,1,421,116,38.43,9.66
1520530330.350170,1,418,100,38.47,9.58
1520530330.400172,1,413,121,38.27,9.59
1520530330.450787,1,416,131,52.86,9.89
1520530330.500788,1,429,158,52.99,9.73
1520530330.550790,1,422,179,53.31,10.31
1520530330.600792,1,417,177,53.73,10.40
1520530330.650793,1,418,181,54.34,10.69
1520530330.700795,1,416,188,55.03,10.92
1520530330.750797,1,422,181,55.80,11.26
1520530330.800798,1,417,199,56.04,11.40
1520530330.850367,1,420,172,42.88,11.66
1520530330.900277,1,420,163,43.06,11.53
1520530330.950279,1,422,173,42.99,11.48
1520530331.000280,1,426,154,43.04,11.50
1520530331.050282,1,422,166,43.23,11.63
1520530331.100283,1,423,170,43.34,11.57
1520530331.150285,1,420,180,43.57,11.54
1520530331.200286,1,420,166,43.50,11.53
1520530331.250735,1,419,159,55.34,11.37
1520530331.300736,1,414,168,55.28,11.14
1520530331.350739,1,418,172,55.11,11.38
1520530331.400740,1,414,157,55.21,11.14
1520530331.450741,1,416,174,55.35,11.25
1520530331.500743,1,413,161,55.62,11.28
1520530331.550744,1,422,185,55.51,11.18
1520530331.600746,1,419,180,55.25,11.25
1520530331.650479,1,415,182,48.33,10.91
1520530331.700481,1,425,167,47.89,10.74
1520530331.750483,1,423,166,47.45,10.68
1520530331.800484,1,418,154,46.85,10.41
1520530331.850486,1,417,163,46.26,10.46
1520530331.900488,1,417,150,45.80,10.44
1520530331.950489,1,421,153,45.64,10.17
1520530332.000491,1,422,133,45.38,10.39
1520530332.050387,1,415,128,42.73,10.13
1520530332.100388,1,417,121,42.42,9.91
1520530332.150390,1,416,121,42.29,10.32
1520530332.200392,1,416,122,42.02,10.15
1520530332.250393,1,417,133,41.82,10.22
1520530332.300399,1,417,135,41.87,10.09
1520530332.350396,1,420,116,41.82,10.15
1520530332.400401,1,417,141,42.00,10.31
1520530332.450399,1,423,130,42.46,10.08
1520530332.500483,1,425,147,44.61,11.21
1520530332.550483,1,421,164,45.08,10.82
1520530332.600486,1,419,146,45.64,10.78
1520530332.650488,1,421,172,46.15,11.05
1520530332.700488,1,425,181,46.70,11.33
1520530332.750491,1,421,180,47.11,11.46
1520530332.800492,1,421,186,47.41,11.74
1520530332.850493,1,423,176,47.34,11.92
1520530332.900164,1,421,164,38.19,11.95
1520530332.950166,1,417,166,38.23,12.09
1520530333.000168,1,418,155,38.07,11.83
1520530333.050169,1,424,157,38.06,11.76
1520530333.100171,1,422,174,38.19,11.68
1520530333.150173,1,420,171,38.22,11.63
1520530333.200174,1,416,156,38.26,11.65
1520530333.250175,1,425,148,38.51,11.48
1520530333.300608,1,414,155,51.12,11.30
1520530333.350610,1,415,164,51.32,11.07
1520530333.400612,1,422,170,51.37,11.28
1520530333.450613,1,412,167,51.42,11.36
1520530333.500615,1,421,171,51.20,11.34
1520530333.550616,1,422,166,51.19,11.70
1520530333.600618,1,416,183,51.26,11.70
1520530333.650619,1,420,170,51.09,11.50
1520530333.700541,1,420,168,48.89,11.32
1520530333.750542,1,421,162,48.89,11.74
1520530333.800544,1,422,160,49.02,11.06
1520530333.850545,1,421,163,48.91,10.74
1520530333.900547,1,423,152,48.54,10.38
1520530333.950549,1,421,148,47.96,10.43
1520530334.000561,1,427,157,47.37,10.69
1520530334.050551,1,421,168,47.07,11.24
1520530334.100216,1,425,137,37.54,10.90
1520530334.150218,1,423,133,37.41,10.23
1520530334.200219,1,415,136,37.29,10.17
1520530334.250221,1,419,126,37.40,10.12
1520530334.300222,1,412,139,37.57,10.64
1520530334.350224,1,418,144,37.94,10.54
1520530334.400225,1,414,132,37.94,10.68
1520530334.450227,1,416,131,37.90,10.71
1520530334.500228,1,423,141,37.83,10.61
1520530334.550086,1,424,136,33.76,10.24
1520530334.600088,1,423,117,33.36,10.01
1520530334.650089,1,423,121,33.03,10.63
1520530334.700091,1,414,111,32.59,10.11
1520530334.750092,1,407,93,32.35,9.67
1520530334.800094,1,410,95,31.88,9.34
1520530334.850095,1,411,94,31.59,9.23
1520530334.900097,1,412,80,31.54,0.90
1520530334.950928,1,413,82,54.29,0.84
1520530335.000928,1,414,127,54.27,0.90
1520530335.050931,1,419,126,54.62,0.85
1520530335.100933,1,415,141,54.74,0.93
1520530335.150934,1,417,147,54.69,0.88
1520530335.200936,1,419,152,54.84,0.94
1520530335.250937,1,423,167,55.29,0.88
1520530335.300938,1,416,167,55.74,0.94
1520530335.351457,1,411,177,66.61,0.88
1520530335.401459,1,411,178,66.40,0.96
1520530335.451459,1,409,184,66.36,0.90
1520530335.501461,1,413,192,66.33,0.95
1520530335.551462,1,413,193,65.99,0.89
1520530335.601512,1,411,183,66.16,0.95
1520530335.651465,1,410,182,66.02,0.90
1520530335.701467,1,413,186,65.97,0.97
1520530335.750223,1,425,142,36.58,0.93
1520530335.800224,1,419,139,36.59,0.97
1520530335.850226,1,419,131,36.46,1.22
1520530335.900227,1,426,120,36.39,9.40
1520530335.950228,1,422,142,37.06,10.73
1520530336.000230,1,420,117,37.06,9.90
1520530336.050231,1,423,128,37.24,9.52
1520530336.100233,1,429,150,37.00,9.94
1520530336.150177,1,425,138,35.51,9.48
1520530336.200179,1,427,128,35.53,10.07
1520530336.250180,1,423,146,35.72,9.64
1520530336.300182,1,424,153,35.73,9.84
1520530336.350183,1,422,155,35.83,9.84
1520530336.400185,1,428,164,35.97,9.66
1520530336.450186,1,427,143,35.96,9.35
1520530336.500188,1,428,163,36.11,9.58
1520530336.550582,1,418,146,47.57,9.85
1520530336.600584,1,422,151,47.51,9.50
1520530336.650586,1,419,151,47.66,8.50
1520530336.700586,1,423,134,47.51,8.89
1520530336.750588,1,425,141,47.30,8.84
1520530336.800590,1,415,141,47.27,8.62
1520530336.850591,1,425,148,47.08,9.25
1520530336.900594,1,425,162,47.21,8.96
1520530336.950594,1,425,172,47.10,8.98
1520530337.000258,1,430,140,37.55,8.75
1520530337.050259,1,428,131,37.37,8.72
1520530337.100266,1,424,147,37.28,9.03
1520530337.150262,1,426,156,37.23,8.89
1520530337.200351,1,429,140,37.22,9.19
1520530337.250265,1,430,144,37.08,9.12
1520530337.300267,1,420,146,36.78,9.43
1520530337.350269,1,422,141,36.39,9.40
1520530337.400301,1,426,145,37.02,9.80
1520530337.450303,1,419,139,36.84,9.65
1520530337.500304,1,414,125,36.51,9.50
1520530337.550306,1,416,134,36.07,9.94
1520530337.600307,1,419,125,35.54,9.69
1520530337.650309,1,418,124,35.49,9.80
1520530337.700310,1,415,119,35.38,9.52
1520530337.750312,1,421,120,35.20,9.64
1520530337.800854,1,418,143,48.81,9.91
1520530337.850855,1,423,153,48.70,10.28
1520530337.900856,1,421,153,48.58,63.18
1520530337.950858,1,419,133,48.19,10.27
1520530338.000860,1,422,143,48.32,10.58
1520530338.050862,1,426,149,48.34,10.25
1520530338.100863,1,419,141,48.34,10.41
1520530338.150864,1,425,155,48.48,10.43
1520530338.200470,1,417,132,39.16,10.52
1520530338.250473,1,410,138,39.50,10.65
1520530338.300474,1,415,146,39.52,10.85
1520530338.350476,1,415,124,40.07,10.49
1520530338.400477,1,420,148,40.47,10.30
1520530338.450478,1,424,143,40.88,10.44
1520530338.500480,1,425,163,41.14,10.67
1520530338.550481,1,420,151,41.42,10.87
1520530338.600260,1,425,140,35.26,10.63
1520530338.650261,1,426,139,35.04,11.01
1520530338.700263,1,423,134,35.31,10.54
1520530338.750266,1,414,139,34.88,10.65
1520530338.800266,1,423,127,34.76,10.53
1520530338.850267,1,411,123,34.71,10.29
1520530338.900269,1,415,112,34.51,10.17
1520530338.950270,1,417,109,34.21,10.54
1520530339.000272,1,417,103,33.78,10.50
1520530339.050959,1,423,133,52.80,10.27
1520530339.100960,1,420,145,52.87,10.05
1520530339.150962,1,423,141,52.77,9.92
1520530339.200963,1,416,143,52.99,10.21
1520530339.250965,1,422,135,52.75,9.90
1520530339.300966,1,415,148,52.98,10.16
1520530339.350968,1,427,149,53.13,10.14
1520530339.400970,1,414,152,53.47,10.28
1520530339.451687,1,417,170,69.77,10.63
1520530339.501689,1,414,171,70.50,10.66
1520530339.551691,1,407,177,71.06,11.12
1520530339.601692,1,408,183,71.59,11.00
1520530339.651693,1,416,189,71.77,11.76
